Date,Close,Volume,Open,High,Low
05/20/2022,$197.82,5404500,$206.45,$206.63,$194.04
05/19/2022,$206.76,2887724,$205.86,$209.28,$201.705
05/18/2022,$207.94,4723284,$213.84,$217.9,$207.52
05/17/2022,$213.09,2275933,$212.8,$213.77,$209.14
05/16/2022,$207.19,2540976,$205.02,$209.21,$203.68
05/13/2022,$204.33,2323800,$205.15,$206.46,$202.92
05/12/2022,$203.03,3282072,$203.61,$205.34,$199.295
05/11/2022,$205.21,2552410,$205.56,$209.71,$203.59
05/10/2022,$202.99,3040550,$208.24,$209.52,$201.39
05/09/2022,$206.29,2929874,$212.03,$212.05,$205.44
05/06/2022,$214.65,2268402,$217.01,$217.01,$210.35
05/05/2022,$215.93,3005558,$222.4,$223.15,$213.77
05/04/2022,$222.59,3023650,$214.95,$223.29,$213.825
05/03/2022,$213.62,2121130,$211.9,$215.3636,$210.79
05/02/2022,$212.07,2639509,$210,$212.765,$207.6601
04/29/2022,$210.54,3404011,$212.7,$217.21,$210.16
04/28/2022,$212.44,6094275,$207.425,$212.96,$202
04/27/2022,$213.96,3358258,$211.11,$215.55,$207.3
04/26/2022,$210.3,4176665,$216.13,$218.2,$209.35
04/25/2022,$216.7,4145466,$215.31,$217,$209.57
04/22/2022,$216.3,5053696,$228.4,$229.79,$215.6
04/21/2022,$232.57,3571429,$237.24,$237.9,$231.65
04/20/2022,$235.08,2907678,$233.55,$236.37,$232.58
04/19/2022,$232.16,2689367,$230.25,$232.94,$227.57
04/18/2022,$229.92,3643982,$228,$234.375,$228
04/14/2022,$227.81,5337892,$219.91,$229.215,$218.61
04/13/2022,$218.27,1899033,$216.93,$219.68,$216.4
04/12/2022,$216.7,2508300,$215.45,$219.479,$214.98
04/11/2022,$216.05,2494683,$217.03,$218.76,$215.75
04/08/2022,$217.03,2450251,$215.79,$217.875,$214.03
04/07/2022,$215.9,2253777,$215.46,$216.31,$213.5599
04/06/2022,$216.21,2783265,$215.12,$217.13,$213.545
04/05/2022,$216.02,3582110,$220,$222.37,$215.14
04/04/2022,$220.81,2181439,$219.16,$221.3535,$216.6
04/01/2022,$219.77,2618304,$224.35,$225.52,$218.165
03/31/2022,$222.82,3152202,$223.21,$225.19,$222.43
03/30/2022,$223.08,2507574,$222,$225.8799,$220.7
03/29/2022,$221.04,3667796,$220.8,$221.43,$216.54
03/28/2022,$221.85,3072496,$222.34,$222.68,$219.04
03/25/2022,$223.36,1581139,$222.09,$223.8,$221.14
03/24/2022,$222.21,2110867,$222.54,$225,$221.51
03/23/2022,$222.17,2001683,$221.69,$224.78,$221.69
03/22/2022,$222.71,2461494,$224.46,$225.85,$221.3375
03/21/2022,$223.71,2902157,$221,$227.05,$220.99
03/18/2022,$220.91,4105116,$219.48,$221.7,$218
03/17/2022,$221.7,3600411,$215.32,$221.78,$214.34
03/16/2022,$216.08,4378696,$217.5,$219.49,$212.32
03/15/2022,$216.46,4364197,$216.12,$217.38,$210.51
03/14/2022,$215.44,3530852,$216.3,$218.4825,$212.93
03/11/2022,$214.83,4045469,$212.3,$217.77,$212.3
03/10/2022,$211.79,4886260,$209.39,$217.5201,$208.18
03/09/2022,$209.78,4798346,$212.57,$213.6,$207.45
03/08/2022,$210,9318635,$203.87,$214.89,$203
03/07/2022,$196.7,6912345,$194.79,$203.5,$193.6233
03/04/2022,$195.66,4334724,$191.1,$196.01,$190.311
03/03/2022,$194.85,4429733,$193.32,$196.58,$192.34
03/02/2022,$192.61,5849898,$185.2,$193.56,$185
03/01/2022,$182.83,5110599,$187.77,$188.22,$180.64
02/28/2022,$187.58,5168542,$184.34,$188.77,$183.673
02/25/2022,$187.06,3594597,$184.94,$187.925,$184.12
02/24/2022,$184.69,5919467,$182.03,$185.27,$179.67
02/23/2022,$186.67,3550352,$191.72,$192.319,$186.37
02/22/2022,$191.21,3487950,$191.95,$194.9,$190.55
02/18/2022,$191.95,4385219,$193.36,$195.62,$191.175
02/17/2022,$194.74,4699629,$201,$201.76,$194.44
02/16/2022,$203.64,2254146,$203.11,$205.415,$203
02/15/2022,$203.41,2752883,$200.7,$204.45,$200.0096
02/14/2022,$199.89,2730533,$200.95,$201.7,$198.11
02/11/2022,$201.24,3826746,$203.42,$204.65,$200.13
02/10/2022,$203.07,3538497,$202.57,$206.75,$201.56
02/09/2022,$203.6,2743749,$202.64,$204.1,$202.086
02/08/2022,$201.5,2407233,$200.26,$202.31,$199.23
02/07/2022,$199.82,2402040,$198.84,$201.53,$198.0253
02/04/2022,$198.41,3930776,$200.21,$201.005,$196.49
02/03/2022,$200.59,2748216,$205,$205.87,$200.09
02/02/2022,$204.94,3492301,$203.2,$205.8,$201.4
02/01/2022,$205.35,4026634,$200.8,$205.79,$200.5371
01/31/2022,$201.56,6178996,$199.45,$201.6,$194.68
01/28/2022,$201.16,10747250,$205.59,$208,$196.8
01/27/2022,$212.17,3683378,$215.21,$217.9,$210.15
01/26/2022,$214.29,3558514,$215,$218.88,$212.24
01/25/2022,$214.31,4554269,$212.08,$216.83,$207.1
01/24/2022,$214.33,5108332,$211.16,$214.97,$206.66
01/21/2022,$214.09,3754746,$217.51,$217.51,$212.4196
01/20/2022,$216.63,3545647,$221.08,$221.87,$216.04
01/19/2022,$221.66,4991706,$229.66,$229.81,$220.93
01/18/2022,$229.87,5413526,$227.71,$230.43,$226.86
01/14/2022,$228.94,3970581,$224.72,$229.64,$223.5819
01/13/2022,$227,5002349,$222.89,$227.88,$222.64
01/12/2022,$222.4,2506917,$222.12,$223.69,$220.07
01/11/2022,$219.95,2944280,$222,$222.09,$216.59
01/10/2022,$221.64,3734923,$224.95,$225.7532,$220.6114
01/07/2022,$224.19,3673408,$222.5,$225.97,$222.23
01/06/2022,$221.99,3913240,$221.49,$222.705,$218.06
01/05/2022,$219.75,5378170,$218.18,$223.36,$218.18
01/04/2022,$218.08,5242311,$208.28,$218.92,$207.94
01/03/2022,$207,2056574,$207.33,$208.6,$205.8001
12/31/2021,$206.74,1374493,$206.2,$207.74,$205.67
12/30/2021,$206.08,1465937,$207.33,$208.91,$205.93
12/29/2021,$207.33,1334998,$206.27,$208.55,$206.08
12/28/2021,$206.62,1393179,$206.18,$208.26,$206.14
12/27/2021,$206.38,1711554,$205.94,$206.9,$205.14
12/23/2021,$206.2,2669627,$203.42,$207.3,$203.29
12/22/2021,$202.15,3558681,$200.98,$203.4039,$200.83
12/21/2021,$198.31,2303378,$197,$199.02,$196.74
12/20/2021,$195.46,3605081,$197.55,$197.55,$193.06
12/17/2021,$201.37,6090692,$204.95,$205.25,$201.23
12/16/2021,$206.17,2856763,$205,$208.229,$204.65
12/15/2021,$202.55,2193723,$201,$202.6,$198.635
12/14/2021,$201.64,2248789,$200,$203.98,$199.8024
12/13/2021,$201.25,1868491,$203.82,$204.25,$200.45
12/10/2021,$203.46,3315166,$205.4,$205.9,$202.11
12/09/2021,$204.13,1646581,$203.1,$204.97,$200.88
12/08/2021,$204.19,2341218,$204.41,$206.2,$203.61
12/07/2021,$204.49,2817980,$203.29,$206.21,$203.065
12/06/2021,$201.28,2838436,$199.58,$203.26,$198.3424
12/03/2021,$197.8,3250927,$197.67,$199.39,$195.74
12/02/2021,$196.79,3445667,$192.31,$197.62,$191.81
12/01/2021,$191.47,3427043,$197.58,$198.43,$191.36
11/30/2021,$193.35,6358024,$193.835,$196.78,$191.5501
11/29/2021,$195.92,4559906,$201.23,$201.5,$193.28
11/26/2021,$198.73,3495977,$201,$201.45,$196.614
11/24/2021,$207.07,3880485,$203.66,$208.26,$203.08
11/23/2021,$205.33,3127919,$203.05,$205.57,$201.59
11/22/2021,$202.38,2597280,$201.49,$204.5333,$200.09
11/19/2021,$200.44,2980754,$200.92,$202.92,$199.66
11/18/2021,$201.42,2121099,$203.27,$203.71,$200.66
11/17/2021,$202.98,3135672,$205,$205.19,$200.85
11/16/2021,$205.43,2138038,$208,$208.18,$205.26
11/15/2021,$207.71,2392576,$210,$210.69,$206.76
11/12/2021,$209.27,2017961,$209.35,$210.69,$208.3
11/11/2021,$208.53,4819820,$207.88,$210.44,$207.88
11/10/2021,$206.67,3261766,$209.27,$209.9521,$206.43
11/09/2021,$209.81,3310255,$215.18,$215.57,$208.96
11/08/2021,$214.25,5944657,$215.89,$216.47,$211.25
11/05/2021,$205.88,2591253,$205.48,$208.88,$205.23
11/04/2021,$203.59,2543452,$204,$204.89,$202.61
11/03/2021,$203.55,3136978,$206.26,$206.5767,$201.82
11/02/2021,$207.12,3429632,$205.75,$207.81,$203
11/01/2021,$205.38,3215180,$204.29,$206.88,$203.81
10/29/2021,$204.01,4292216,$207.99,$209.75,$203.24
10/28/2021,$204.09,4462713,$197.36,$204.5,$197.05
10/27/2021,$196.13,3406655,$200.25,$200.43,$195.92
10/26/2021,$199.64,2933573,$202.75,$202.785,$199.47
10/25/2021,$202.21,3294689,$201.28,$203.31,$200.51
10/22/2021,$200.65,2632391,$200.64,$202.345,$199.2
10/21/2021,$202.14,3071279,$201.6,$202.3,$199.74
10/20/2021,$204.19,2936002,$201.16,$205.18,$200.5301
10/19/2021,$201.14,2627001,$198.6,$201.48,$198.46
10/18/2021,$198.18,2809428,$197.38,$198.68,$195.545
10/15/2021,$199.02,4736339,$195.96,$199.45,$195.3
10/14/2021,$194.33,5214380,$193.55,$194.8,$192.6124
10/13/2021,$188.94,3254395,$190.5,$191.25,$187.72
10/12/2021,$189.92,4706721,$192.32,$193.5846,$189.58
10/11/2021,$192.89,2015161,$196.34,$197.1707,$192.68
10/08/2021,$195.16,2713300,$195.8,$196.58,$194.74
10/07/2021,$195.75,3510517,$193.73,$196.39,$193.61
10/06/2021,$191.86,3777660,$190,$192.39,$187.8
10/05/2021,$192.5,3074591,$192.76,$194.4,$190.73
10/04/2021,$193.13,2864563,$194.74,$195.91,$192.41
10/01/2021,$194.33,3695489,$192.9,$195.87,$191.24
09/30/2021,$191.97,4984013,$198.62,$198.8743,$191.63
09/29/2021,$197.87,2954707,$200.48,$201.16,$197.7
09/28/2021,$200.55,3247465,$200.2,$201.89,$198.75
09/27/2021,$200,3033101,$197.6,$201.99,$197.6
09/24/2021,$196.82,2199472,$195.65,$197.79,$194.93
09/23/2021,$196.62,3367778,$192.91,$197.6,$192.85
09/22/2021,$191.35,3924417,$192,$194.5,$191.16
09/21/2021,$189.84,5699855,$192,$192.71,$186.98
09/20/2021,$190.82,9151051,$193.06,$193.99,$188.475
09/17/2021,$199.75,6355040,$202.63,$203.27,$199.45
09/16/2021,$203.6,3120141,$205.45,$206.39,$202.82
09/15/2021,$205.73,3342723,$202.17,$206.59,$201.87
09/14/2021,$202.33,3757600,$206.04,$206.1,$201.64
09/13/2021,$206.2,2699131,$207.16,$207.86,$203.93
09/10/2021,$205.01,2551174,$207.1,$207.88,$204.82
09/09/2021,$205.42,2778162,$206.5,$208.15,$204.895
09/08/2021,$206.77,2603093,$207.12,$208.1244,$204.77
09/07/2021,$208.23,2643189,$210.04,$210.3423,$207.845
09/03/2021,$210.37,2513016,$211.15,$212.8,$210
09/02/2021,$211.78,2922282,$208.92,$212.95,$208.92
09/01/2021,$207.96,4122888,$210.87,$210.99,$206.61
08/31/2021,$210.87,2857877,$211.28,$212.295,$210.42
08/30/2021,$211.45,1922125,$213.22,$213.74,$210.8
08/27/2021,$212.83,2511382,$212.26,$214.0335,$212.215
08/26/2021,$211.24,2513944,$214.51,$214.51,$210.48
08/25/2021,$214.76,2599798,$213.17,$215.7,$212.15
08/24/2021,$212.59,2485926,$209.75,$213.27,$209.53
08/23/2021,$209.14,2827365,$207.25,$209.75,$205.83
08/20/2021,$204.94,2765514,$205.42,$207.26,$203.59
08/19/2021,$204.45,4788141,$208.17,$208.9561,$203.21
08/18/2021,$209.81,2947719,$212.5,$213.55,$209.72
08/17/2021,$213.44,4022806,$216.22,$216.39,$210.58
08/16/2021,$217.71,3134276,$217.36,$218,$214.34
08/13/2021,$218.57,2049416,$219.88,$220.5499,$217.73
08/12/2021,$220.24,4446237,$222.24,$223.76,$218.47
08/11/2021,$221.66,7794082,$215.73,$222.57,$214.57
08/10/2021,$214.07,4193557,$210,$214.9,$208.96
08/09/2021,$208.89,2747219,$207.29,$209.88,$206.12
08/06/2021,$208.35,2677128,$209.01,$210.39,$207.65
08/05/2021,$207.19,2685825,$205.25,$207.655,$204.7001
08/04/2021,$204.52,2948671,$208.22,$209.59,$204.37
08/03/2021,$208.5,3580499,$205.31,$209.29,$203.43
08/02/2021,$205.16,3977107,$208,$210.9028,$204.95
07/30/2021,$206.75,5834914,$207.9,$208.67,$203.15
07/29/2021,$212.56,3419668,$214,$214.51,$209.69
07/28/2021,$211.44,3246866,$210,$212.69,$208.1
07/27/2021,$209.9,2471965,$207.53,$211.06,$207.0002
07/26/2021,$211.03,2157931,$209.84,$212.07,$209.5
07/23/2021,$209.53,2302578,$209.5,$210.37,$207.86
07/22/2021,$209.16,1931542,$211,$211.38,$208.54
07/21/2021,$210.73,3407298,$208.72,$210.96,$207.575
07/20/2021,$207.96,3934667,$203.04,$208.63,$202.305
07/19/2021,$203.08,5391082,$202.27,$203.75,$199.23
07/16/2021,$207.95,4368752,$212.46,$212.6971,$207.01
07/15/2021,$211.41,2737875,$210.28,$213.39,$210.12
07/14/2021,$211.64,3185200,$215.26,$215.6372,$211.22
07/13/2021,$215.19,2373273,$218.96,$219.05,$214.7
07/12/2021,$218.58,2509045,$216.02,$218.95,$214.85
07/09/2021,$217.42,3163754,$215.9,$218.5925,$214.4
07/08/2021,$212.11,3723814,$210,$213.9,$209.93
07/07/2021,$214.69,2707653,$212.69,$215.06,$211.16
07/06/2021,$213.52,4348120,$217.41,$217.56,$211.3405
07/02/2021,$217.76,2434363,$217.66,$218.37,$215.58
07/01/2021,$216.71,2426331,$219.16,$219.79,$216.15
06/30/2021,$217.63,3249543,$214.62,$217.95,$214.055
06/29/2021,$215.1,3443372,$218.04,$218.7,$214.59
06/28/2021,$216.27,3171958,$216.45,$216.78,$213.5615
06/25/2021,$216.31,11274170,$221.18,$221.75,$215.27
06/24/2021,$219.34,6827569,$216.54,$221.93,$215.33
06/23/2021,$213.79,3283361,$213.6,$216.77,$212.58
06/22/2021,$213.13,3776376,$213.49,$214.83,$211.18
06/21/2021,$213.21,5633857,$211.55,$215.23,$211.4
06/18/2021,$208.86,7156360,$206.18,$211.81,$205.5
06/17/2021,$209.45,7995293,$216.97,$218.27,$207.881
06/16/2021,$217.16,4156853,$219.01,$219.39,$216.7
06/15/2021,$219.46,5055865,$219.89,$220.78,$216.26
06/14/2021,$219.01,7213293,$220.07,$221.97,$215.6
06/11/2021,$220.7,8734875,$226.3,$227.92,$220.03
06/10/2021,$225.73,6281841,$236.14,$236.65,$225.58
06/09/2021,$234.65,2919581,$239,$239.19,$234.45
06/08/2021,$240.16,2212400,$239.4,$241.21,$236.06
06/07/2021,$239.76,2330672,$244.05,$244.33,$238.62
06/04/2021,$244.02,1837906,$245.12,$246.69,$242.32
06/03/2021,$243.84,1923166,$242.43,$246.44,$240.87
06/02/2021,$243.46,2348762,$243.07,$245.1,$240.7
06/01/2021,$242.76,2475954,$244.01,$244.93,$241.81
05/28/2021,$241.08,2290920,$241.91,$242.26,$238.79
05/27/2021,$241.28,3594666,$241.5,$243.3684,$238.93
05/26/2021,$237.71,2070014,$237.41,$239.5,$236.62
05/25/2021,$237.17,2265689,$239.51,$241.89,$236.74
05/24/2021,$239.05,2372692,$237.69,$239.71,$236.22
05/21/2021,$237.24,2479364,$236.6,$239.3998,$235.01
05/20/2021,$234.99,3339453,$237.48,$237.6,$232.59
05/19/2021,$236.87,3143099,$236.1,$237.08,$231.94
05/18/2021,$239.47,2436216,$244.79,$245.54,$239.41
05/17/2021,$244.79,1996885,$242.74,$245.45,$241.12
05/14/2021,$242.23,2041605,$242,$243.35,$240.08
05/13/2021,$240.07,2228784,$236.04,$240.99,$234.5706
05/12/2021,$237.32,3668456,$241.27,$243.23,$236.4447
05/11/2021,$239.3,3163104,$238.78,$242.9899,$236.54
05/10/2021,$242.61,3752901,$243.5,$245.78,$242.59
05/07/2021,$240.99,3327927,$235.64,$241.89,$233.16
05/06/2021,$237.07,4526952,$238,$240.9828,$236
05/05/2021,$237.88,2419843,$234.62,$239.33,$231.85
05/04/2021,$233.41,4040671,$227,$234,$225.35
05/03/2021,$228.17,3182883,$230,$230.9348,$227.21
04/30/2021,$228.11,3953489,$225.52,$228.39,$224.88
04/29/2021,$227.47,5442416,$235,$235.2,$223.2
04/28/2021,$232.3,2965333,$230.05,$233.715,$229.38
04/27/2021,$230.34,1959291,$230.29,$230.86,$228.08
04/26/2021,$230.56,1864837,$230.57,$232.85,$229.96
04/23/2021,$230.11,3461030,$229.36,$231.65,$227.88
04/22/2021,$228.89,2410653,$233.25,$233.43,$228.77
04/21/2021,$232.46,1977712,$227.32,$232.61,$226.02
04/20/2021,$227.63,2815782,$230.9,$231.3,$225.5959
04/19/2021,$232.39,1712648,$232.9,$233.1,$229.91
04/16/2021,$233.36,2128405,$234.62,$235.94,$232.27
04/15/2021,$232.52,1860155,$233.15,$233.4399,$230.74
04/14/2021,$232.58,2491044,$229.6,$234.2199,$229.55
04/13/2021,$229.35,2286434,$233.41,$233.5,$228.045
04/12/2021,$230.93,1688201,$230.3,$231.3,$228.9307
04/09/2021,$230.75,2482888,$231.3,$232.2,$227.54
04/08/2021,$230.48,2158852,$230.13,$231.05,$227.17
04/07/2021,$230.41,2449613,$231.96,$234.1856,$229.35
04/06/2021,$230.64,2614532,$232.5,$236.68,$230.23
04/05/2021,$233.71,2323584,$235,$235.661,$232.37
04/01/2021,$232.74,3787055,$231.3,$235,$227.59
03/31/2021,$231.87,4512327,$234.35,$237.01,$228.85
03/30/2021,$233.08,3139103,$231.2,$234.72,$231.14
03/29/2021,$230.22,3003239,$228.1,$231.85,$227.7141
03/26/2021,$229.5,3040141,$226.35,$229.84,$225.21
03/25/2021,$224.25,2901771,$219.23,$224.97,$216.0358
03/24/2021,$221.23,4257961,$220.51,$227.11,$220.51
03/23/2021,$218.25,4017585,$222.06,$225.24,$216.65
03/22/2021,$226.02,2211572,$226.62,$227.18,$223.57
03/19/2021,$225.29,7485061,$228.75,$229.65,$224.05
03/18/2021,$230.68,4336238,$234,$237.78,$229.735
03/17/2021,$233.63,3518522,$228.13,$234.3,$227.13
03/16/2021,$226.46,3539195,$227.72,$231.21,$224.77
03/15/2021,$230.74,4216918,$228.87,$231.8,$225.83
03/12/2021,$229,4756540,$219,$229.02,$218.12
03/11/2021,$219.76,2960018,$223,$223.6,$219.15
03/10/2021,$221.06,2435768,$217.73,$222.05,$217.19
03/09/2021,$216.8,2902396,$221.38,$222.33,$216.14
03/08/2021,$221.58,3048694,$220.97,$224.3,$218.212
03/05/2021,$220.16,3602268,$214.34,$220.78,$211.5
03/04/2021,$212.77,3568364,$214.48,$216.668,$208.47
03/03/2021,$214.91,2663976,$212.14,$217.55,$212.01
03/02/2021,$215.82,2854332,$218.69,$219.34,$215.0101
03/01/2021,$219.76,2871845,$219.31,$222.58,$218.9
02/26/2021,$215.88,4461298,$220.75,$222.4,$215.82
02/25/2021,$221.82,4313039,$223.62,$224.4,$219.72
02/24/2021,$222.47,4925014,$220.41,$226.67,$219.88
02/23/2021,$220.18,4125136,$219.53,$220.735,$213.28
02/22/2021,$218.06,4578305,$209.63,$218.865,$209.335
02/19/2021,$209.91,4937326,$203.25,$211.46,$202.695
02/18/2021,$199.92,2346219,$201.55,$202.88,$198.58
02/17/2021,$202.3,2411531,$202.39,$202.895,$199.79
02/16/2021,$202.38,3722657,$199.75,$205.18,$199.24
02/12/2021,$197.99,1804382,$197.98,$198.7559,$196.76
02/11/2021,$198.35,2178154,$197.59,$198.42,$194.39
02/10/2021,$197.72,2816443,$198.5,$199.71,$196.2552
02/09/2021,$197.28,2331557,$197.54,$198.66,$194.89
02/08/2021,$197.45,2725656,$195,$197.54,$194.67
02/05/2021,$193,2240109,$192.52,$194.33,$190.01
02/04/2021,$191.65,2254049,$192,$192.61,$190.2
02/03/2021,$191.45,2979186,$190.91,$191.53,$189.0611
02/02/2021,$192.5,5265354,$186.5,$192.78,$185.64
02/01/2021,$184.72,2738225,$185.96,$186.8,$182.02
01/29/2021,$182.84,4541368,$183.5,$188.82,$180.725
01/28/2021,$184.34,3445426,$182.26,$187.61,$181.31
01/27/2021,$180.63,4095305,$184.2,$185.55,$179.3401
01/26/2021,$187.21,2505956,$187.6,$189.41,$186.83
01/25/2021,$187.34,3837108,$190.56,$191.37,$186.97
01/22/2021,$191.94,2027177,$190.85,$192.82,$189.31
01/21/2021,$192.19,1951414,$192.35,$193.72,$190.0543
01/20/2021,$192.34,2501098,$192.66,$193.9,$190.42
01/19/2021,$194.06,2361180,$194.29,$196.109,$193.44
01/15/2021,$194.62,3317129,$195.66,$195.705,$190.88
01/14/2021,$197.4,2486579,$196.1,$197.91,$195.36
01/13/2021,$195.89,3154720,$198.79,$200.1743,$195.8
01/12/2021,$197.54,2466084,$194.68,$198,$193.31
01/11/2021,$193.86,2541263,$191.56,$195.46,$190.31
01/08/2021,$194.26,3186641,$193.85,$195.2599,$191.32
01/07/2021,$194.23,5297497,$196.85,$197.37,$192.2
01/06/2021,$193.86,8034734,$187.15,$197.28,$186.15
01/05/2021,$183.64,2933740,$181.21,$185.8,$181.21
01/04/2021,$182.15,4078403,$183,$185.98,$180.25
12/31/2020,$182.02,1717865,$180.25,$182.1,$178.75
12/30/2020,$180.04,2720613,$179.77,$182.2293,$178.685
12/29/2020,$176.65,1490348,$179.17,$179.38,$175.11
12/28/2020,$178.37,1508807,$180.48,$181.12,$178.31
12/24/2020,$179.56,585730,$179.45,$179.85,$178.35
12/23/2020,$178.42,1862521,$177.45,$179.29,$177.01
12/22/2020,$176.58,2495103,$179.29,$180.16,$176.48
12/21/2020,$180.16,2070970,$176.94,$180.89,$176.32
12/18/2020,$180.96,5262742,$180.07,$181.3028,$177.47
12/17/2020,$179.17,2296656,$180.67,$180.73,$178.58
12/16/2020,$179.5,2032006,$180.85,$181.27,$178.36
12/15/2020,$181.74,2360759,$179.93,$182.76,$179.02
12/14/2020,$178.05,2533626,$180.6,$183.33,$177.7801
12/11/2020,$179.29,2673578,$176.99,$179.78,$176.23
12/10/2020,$178.85,3109423,$179.24,$179.5275,$177.14
12/09/2020,$180.07,2915474,$179.62,$180.4799,$177
12/08/2020,$178.84,2001582,$177.66,$180.7399,$177.5
12/07/2020,$178.71,4587392,$180.39,$180.39,$176.56
