Date,Close,Volume,Open,High,Low
10/28/2022,$235.87,40647720,$226.24,$236.6,$226.05
10/27/2022,$226.75,40424650,$231.04,$233.69,$225.78
10/26/2022,$231.32,82684850,$231.17,$238.3,$230.06
10/25/2022,$250.66,34775510,$247.26,$251.04,$245.83
10/24/2022,$247.25,24911210,$243.76,$247.84,$241.295
10/21/2022,$242.12,26299730,$234.74,$243,$234.5
10/20/2022,$236.15,21811020,$235.77,$241.31,$234.87
10/19/2022,$236.48,19985700,$237.04,$239.61,$234.29
10/18/2022,$238.5,26329590,$243.24,$243.93,$235.37
10/17/2022,$237.53,28142270,$235.82,$238.96,$235.135
10/14/2022,$228.56,30198590,$235.54,$237.24,$228.34
10/13/2022,$234.24,42551820,$219.85,$236.1,$219.13
10/12/2022,$225.75,21903940,$225.4,$227.86,$223.96
10/11/2022,$225.41,30473950,$227.62,$229.06,$224.11
10/10/2022,$229.25,29743610,$233.05,$234.559,$226.73
10/07/2022,$234.24,37769600,$240.902,$241.32,$233.17
10/06/2022,$246.79,20239890,$247.93,$250.34,$246.08
10/05/2022,$249.2,20347140,$245.99,$250.58,$244.1
10/04/2022,$248.88,34888420,$245.09,$250.36,$244.975
10/03/2022,$240.74,28880360,$235.41,$241.61,$234.66
09/30/2022,$232.9,35694830,$238.29,$240.54,$232.73
09/29/2022,$237.5,27484230,$238.89,$239.95,$234.41
09/28/2022,$241.07,29029680,$236.81,$242.33,$234.73
09/27/2022,$236.41,27018730,$239.98,$241.8,$234.5
09/26/2022,$237.45,27694190,$237.045,$241.45,$236.9
09/23/2022,$237.92,34176050,$239.54,$241.13,$235.2
09/22/2022,$240.98,31061160,$237.87,$243.86,$237.57
09/21/2022,$238.95,28625560,$244.27,$247.66,$238.9
09/20/2022,$242.45,26660300,$242.065,$243.51,$239.64
09/19/2022,$244.52,26826930,$242.465,$245.14,$240.85
09/16/2022,$244.74,39791770,$244.26,$245.3,$242.0627
09/15/2022,$245.38,31530950,$249.77,$251.4,$244.02
09/14/2022,$252.22,23912950,$253.53,$254.23,$249.86
09/13/2022,$251.99,33353320,$258.84,$260.4,$251.59
09/12/2022,$266.65,18747690,$265.78,$267.45,$265.16
09/09/2022,$264.46,22093190,$260.5,$265.23,$260.29
09/08/2022,$258.52,20319910,$257.51,$260.43,$254.79
09/07/2022,$258.09,24126700,$254.7,$258.83,$253.22
09/06/2022,$253.25,21328240,$256.2,$257.83,$251.94
09/02/2022,$256.06,22855380,$261.695,$264.74,$254.47
09/01/2022,$260.4,23263430,$258.87,$260.89,$255.41
08/31/2022,$261.47,24791830,$265.39,$267.11,$261.33
08/30/2022,$262.97,22767070,$266.67,$267.05,$260.66
08/29/2022,$265.23,20338540,$265.85,$267.4,$263.85
08/26/2022,$268.09,27549310,$279.08,$280.34,$267.98
08/25/2022,$278.85,16583410,$277.33,$279.02,$274.52
08/24/2022,$275.79,18137020,$275.41,$277.23,$275.11
08/23/2022,$276.44,17527410,$276.44,$278.86,$275.4
08/22/2022,$277.75,25061070,$282.08,$282.46,$277.22
08/19/2022,$286.15,20570030,$288.9,$289.25,$285.56
08/18/2022,$290.17,17186190,$290.189,$291.91,$289.08
08/17/2022,$291.32,18253360,$289.74,$293.35,$289.47
08/16/2022,$292.71,18102880,$291.99,$294.04,$290.42
08/15/2022,$293.47,18085650,$291,$294.18,$290.11
08/12/2022,$291.91,22619680,$288.48,$291.91,$286.94
